filename,combo,precinct_num,precinct_name,party,governor_vote
Pre_024-Habersham North-0160.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4306.tif,024,01,Habersham North,Rep,Brad Raffenspe
Pre_024-Habersham North-3469.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2777.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4312.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-4474.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-2763.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0174.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3333.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-0612.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2005.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1524.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2993.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3455.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1242.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1256.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-0148.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2987.tif,024,01,Habersham North,Rep,Gregg Kirkpatrick
Pre_024-Habersham North-3441.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2039.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3327.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1530.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4448.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0969.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2818.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3284.tif,024,01,Habersham North,Rep,David Clark
Pre_024-Habersham North-2824.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-0955.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1493.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4299.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2830.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0799.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0941.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-1487.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4514.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0772.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-3290.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0014.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2165.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2603.tif,024,01,Habersham North,Rep,Ken Yasger
Pre_024-Habersham North-4272.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2617.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3509.tif,024,01,Habersham North,Rep,Steve Gooch
Pre_024-Habersham North-1478.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0766.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4500.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2171.tif,024,01,Habersham North,Rep,David Clark
Pre_024-Habersham North-4528.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1450.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-2159.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3247.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3521.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3535.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-1336.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1322.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3253.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0982.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3904.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1875.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1444.tif,024,01,Habersham North,Rep,Greg Dolezal
Pre_024-Habersham North-3910.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3938.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1861.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1849.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1691.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-3086.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2398.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3092.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1685.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4070.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2401.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0570.tif,024,01,Habersham North,Dem,Olu Brown
Pre_024-Habersham North-1108.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3079.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-0216.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2367.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2415.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-2373.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-0564.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0202.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4064.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3723.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1134.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3045.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1646.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4058.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3051.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2429.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3737.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1647.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2428.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3736.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4059.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1653.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-3722.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-1135.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-3044.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2372.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0565.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0217.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-4065.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2414.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0203.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4071.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-1109.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0571.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2400.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3078.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2366.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3093.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1684.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3939.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3087.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1690.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1860.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1848.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3911.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3905.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1874.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3534.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1323.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1445.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0983.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3252.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2158.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-4529.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0997.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1451.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0029.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1337.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0001.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3520.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4267.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4501.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-3508.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2616.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2164.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2170.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-0767.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1479.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0773.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2602.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0015.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-4298.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3291.tif,024,01,Habersham North,Rep,Greg Dolezal
Pre_024-Habersham North-1486.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2831.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0798.tif,024,01,Habersham North,Rep,BLANK CONTEST
Pre_024-Habersham North-1492.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0954.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3285.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-2825.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2819.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0968.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4515.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3326.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-3440.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-2986.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1257.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1531.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4449.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-2038.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3332.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0149.tif,024,01,Habersham North,Rep,Blake Tillery
Pre_024-Habersham North-1525.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1243.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2762.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0175.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2992.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-4475.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-4313.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4461.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2776.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2004.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0613.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0607.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1519.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0161.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2010.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3468.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3483.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-4307.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1294.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2945.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0834.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0820.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3497.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2951.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0808.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2979.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1055.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2789.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-1733.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3124.tif,024,01,Habersham North,Rep,Steve Gooch
Pre_024-Habersham North-1280.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2548.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-4139.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3642.tif,024,01,Habersham North,Rep,John F- Kennedy
Pre_024-Habersham North-3656.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1041.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0439.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1727.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3130.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0411.tif,024,01,Habersham North,Rep,David Clark
Pre_024-Habersham North-2206.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3118.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0405.tif,024,01,Habersham North,Dem,Amanda Duffy
Pre_024-Habersham North-4111.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2560.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0377.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0363.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4105.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2212.tif,024,01,Habersham North,Rep,Steve Gooch
Pre_024-Habersham North-2574.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1928.tif,024,01,Habersham North,Rep,David Clark
Pre_024-Habersham North-3859.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0388.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-3681.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-1096.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1914.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-3871.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-1082.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1900.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-3695.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3865.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1938.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3691.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3849.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1086.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1092.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3685.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1904.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3875.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1723.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-1910.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3861.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3134.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1045.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3652.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2558.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4129.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3646.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1051.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1737.tif,024,01,Habersham North,Rep,Blake Tillery
Pre_024-Habersham North-0401.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3108.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2216.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3120.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0373.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-0367.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4101.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1079.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4115.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2202.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-0415.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1284.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2955.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-3493.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0824.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-0830.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2799.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3450.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-3487.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2941.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0818.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1290.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-2969.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4459.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2996.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1247.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0159.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1521.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2028.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3336.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-3322.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1253.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1535.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2772.tif,024,01,Habersham North,Dem,Jason Esteves
Pre_024-Habersham North-2982.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4465.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-0165.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4303.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2014.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3444.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0603.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4471.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2000.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3478.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4317.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-2766.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0171.tif,024,01,Habersham North,Rep,Brad Raffenspe
Pre_024-Habersham North-2821.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3281.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0788.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1496.tif,024,01,Habersham North,Rep,Gregg Kirkpatrick
Pre_024-Habersham North-0950.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1482.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3295.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-0944.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3524.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-2835.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1455.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-2809.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1333.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0993.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-4539.tif,024,01,Habersham North,Rep,[unread]
Pre_024-Habersham North-3242.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3256.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1441.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-2148.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0039.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0987.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1327.tif,024,01,Habersham North,Rep,Greg Dolezal
Pre_024-Habersham North-3530.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-3518.tif,024,01,Habersham North,Dem,Keisha Lance Bottoms
Pre_024-Habersham North-0011.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-4511.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2606.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4277.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2160.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1469.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-4505.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-0777.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1694.tif,024,01,Habersham North,Dem,Michael ”Mike” Thurmond
Pre_024-Habersham North-0763.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-2612.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-2174.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3097.tif,024,01,Habersham North,Dem,Geoff Duncan
Pre_024-Habersham North-4263.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-0005.tif,024,01,Habersham North,Rep,Tom Williams
Pre_024-Habersham North-3929.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2389.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1680.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-1858.tif,024,01,Habersham North,Rep,Steve Gooch
Pre_024-Habersham North-1870.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3901.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3915.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-1864.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3040.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-0549.tif,024,01,Habersham North,Rep,Chris Carr
Pre_024-Habersham North-3726.tif,024,01,Habersham North,Rep,Gregg Kirkpatrick
Pre_024-Habersham North-1657.tif,024,01,Habersham North,Rep,Brad Raffensperger
Pre_024-Habersham North-1131.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-4049.tif,024,01,Habersham North,Rep,Rick Jackson
Pre_024-Habersham North-2438.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-3732.tif,024,01,Habersham North,Rep,Burt Jones
Pre_024-Habersham North-1125.tif,024,01,Habersham North,Rep,David Clark
