snapshot_time_et,snapshot_date,source_layer,ObjectID,GlobalID,EditDate,precinct_name,precinct_location_name,precinct_address,precinct_open_closed,wait_current,lon,lat
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,105,f292c1bd-4667-477d-b0fe-d397aff0c724,1779194059554,SC02 & SC02A & SC32,Southwest Arts Center,"915 New Hope Rd SW , South Fulton, GA  30331",Open,0.0,-84.540621,33.73005400000001
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,106,61330f06-076f-45d7-bf45-157b53ca1600,1779185367591,SC05A & SC13 & SC13A,Cedar Grove Church of Christ,"9100 Clark Road , South Fulton, GA 30213",Open,0.0,-84.662835,33.618041
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,107,29a71328-4243-4f8e-90ec-1b8b228c6443,1779192644850,SC05B/C/E/H & SC07D/F & SC15 A/B,Cliftondale Church,"4095 Stonewall Tell Road , South Fulton, GA 30349",Open,0.0,-84.589878,33.64377399999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,108,4257007d-e940-4a51-8c8b-dfa57c37629c,1779192501508,SC05D/G & SC15 & SC20A,The Enon Church,"3550 Enon Road , South Fulton, GA 30349",Open,0.0,-84.59139000000002,33.657518
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,109,f900e055-d3f5-4888-ad9e-e74c2f179495,1776445481613,SC07A,Fire Station 6  Community Room ,"6720 Cedar Grove Road , South Fulton, GA  30213",Open,0.0,-84.627919,33.57643600000001
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,110,44df880c-c606-4f84-97d9-76a6e601f420,1779195640267,SC07C & SC211 & SC212,Oakley Elementary ,"7220 Oakley Terrace , Union City, GA  30291",Open,0.0,-84.532451,33.583585
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,111,eff09ae0-bdc9-4012-b5a9-17e2c8170c6a,1779192501508,SC08A/B/D/E/F/G/i/K & UC01 A/B/C/E,Gladys Dennard at South Fulton Library,"4055 Flat Shoals Road , Union City, GA  30291",Open,1.0,-84.519454,33.587779999999995
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,112,06bfb239-d89b-40f0-b58e-988489f1002b,1779192714896,SC09A/B & SC09C & SC27,Burdett Park Gym,"2945 Burdett Road , South Fulton, GA  30349",Open,0.0,-84.483671,33.59540899999998
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,113,4ea450af-d8fa-4e86-902f-9d4f8671cdb6,1779192501508,SC11A & SC11B & SC29A/C,Creel Park ,"2775 Creel Road , South Fulton, GA  30349",Open,0.0,-84.483445,33.56742499999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,114,50359e97-3610-4f19-9386-1e2d09df9175,1779194342159,SC18A/B/C/D,Friendship Community Church,"4141 Old Fairburn Road , South Fulton, GA  30349",Open,0.0,-84.544172,33.645039000000004
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,115,bed936c5-fac2-47a0-bf93-3236b4524364,1779192223514,SC20,Wolf Creek Branch Library,"3100 Enon Road , South Fulton, GA  30331",Open,0.0,-84.577067,33.669996999999995
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,116,48188f90-d593-427f-a35d-58afac4d6969,1779194549734,SC23A/B/C/D,New Life Presbyterian Church,"6600 Old National Highway , South Fulton, GA  30349",Open,0.0,-84.468781,33.574781999999985
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,117,02b06042-8697-4cfc-94d1-803d3918a391,1778875122559,RW21A  & SS01 & SS01A,Johns Creek Environmental Campus,"8100 Holcomb Bridge Road, Alpharetta, GA 30022",Open,0.0,-84.266168654089,33.97701619378199
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,118,785a908b-0145-4805-999f-2236c0dce0ca,1779193064937,SS02 A/B & SS03 &  SS03A & SS05  & SS06A  & SS18A/B/C,Sandy Springs Christian Church,"301 Johnson Ferry Road  , Sandy Springs, GA 30328",Open,3.0,-84.39154300000001,33.93605799999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,119,6d27f61a-44f8-4b5e-8d5f-e2bdf72dd86c,1779185170587,SS04  & SS04A & SS29A,St. Jude Catholic Church,"7171 Glenridge Drive NE , Sandy Springs, GA  30328",Open,0.0,-84.363952,33.950061999999996
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,120,788b1c7a-120a-40bf-91fe-034a55c1dcba,1776445481613,SS06 & SS31,Heritage Hall Sandy Springs,"6110 Blue Stone Road , Sandy Springs, GA  30328",Open,0.0,-84.382146,33.922113
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,121,21f36337-632b-4db7-ab4a-c5e78df3e855,1779195640267,SS07A/B/C/D,Sandy Springs Library,"395 Mt. Vernon Highway , Sandy Springs, GA  30328",Open,0.0,-84.374268,33.92417999999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,122,94c086f0-3dae-45af-8ce1-a492b45188f5,1779195709499,SS08 A/B/C/D/E,Hammond Park Gym,"705 Hammond Drive NE , Sandy Springs, GA  30328",Open,0.0,-84.363834,33.919151
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,123,3b4c66ea-61d1-4058-9613-0726335a8e7d,1776445491200,SS09A & SS09B  & SS16,Mount Vernon Baptist Church,"850 Mount Vernon Highway , Sandy Springs, GA  30327",Open,0.0,-84.41415,33.906728
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,124,b11ed1a7-b27c-426a-9327-7e967938c49f,1776445491200,SS11A/B/C/D & SS13 A/B,North Fulton Training Center,"5025 Roswell Road , Sandy Springs, GA 30342",Open,0.0,-84.380682,33.89212599999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,125,f919e1e0-b77f-45ca-bbbe-1c74d9015a95,1776445491200,SS12 & SS14,Church of The Redeemer,"5185 Peachtree Dunwoody Road NE , Sandy Springs, GA 30342",Open,0.0,-84.35171099999998,33.896435999999994
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,126,e43a84b6-bfd0-4ba9-8d7d-f44ca007d84d,1779194342159,SS15A/B/C & SS17,Temple Emanu-El of Greater Atlanta,"1580 Spalding Drive , Sandy Springs, GA 30350",Open,0.0,-84.33328899999998,33.974900999999996
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,127,4cf183ba-ed80-40e5-9066-ff24eb8a92ac,1776445491200,SS19A  & SS22 ,Ison Springs Elementary,"8261 Ison Road  , Sandy Springs, GA 30350",Open,0.0,-84.353194,33.97857
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,128,75b8d18d-9ebb-439a-b671-0fd86da1c221,1776445491200,SS19B & SS20 & SS26 & SS29C,North Fulton Annex,"7741 Roswell Road , Sandy Springs, GA 30350",Open,0.0,-84.362809,33.965855999999995
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,129,9c2d3142-9c05-4509-b0f1-79e58dcedabc,1779194267796,UC02 A/E/F/G,The Gathering Place Community Center,"6280 Bryant Street , Union City, GA  30291",Open,0.0,-84.55466200000001,33.584404
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,130,891000d3-55ab-46d7-aa88-9b4ac2646b64,1776445491200,UC02 C/D,Etris-Darnell Community Center,"5285 Lakeside Drive , Union City, GA  30291",Open,0.0,-84.557214,33.58752099999999
2026-05-19T09:05:31-04:00,2026-05-19,fulton_may2026_precincts,131,382ea635-df18-4808-a719-41ec5372141f,1779192789169,UC031 & UC033,Christian City Welcome Center,"7345 Red Oak Road , Union City, GA  30291",Open,0.0,-84.52072299999999,33.555811
